endpoint,predicate,local_name,usage_count,text
linkedTCGA-A,http://tcga.deri.ie/schema/extranodal_involvement,extranodal_involvement,753,http://tcga.deri.ie/schema/extranodal_involvement extranodal_involvement extranodal involvement extranodal involvement linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/clinical_stage,clinical_stage,753,http://tcga.deri.ie/schema/clinical_stage clinical_stage clinical stage clinical stage linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/clinical_T,clinical_T,753,http://tcga.deri.ie/schema/clinical_T clinical_T clinical t clinical t linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/clinical_N,clinical_N,753,http://tcga.deri.ie/schema/clinical_N clinical_N clinical n clinical n linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/clinical_M,clinical_M,753,http://tcga.deri.ie/schema/clinical_M clinical_M clinical m clinical m linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/treatment_best_response,treatment_best_response,740,http://tcga.deri.ie/schema/treatment_best_response treatment_best_response treatment best response treatment best response linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/therapy_regimen_other,therapy_regimen_other,740,http://tcga.deri.ie/schema/therapy_regimen_other therapy_regimen_other therapy regimen other therapy regimen other linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/therapy_regimen,therapy_regimen,740,http://tcga.deri.ie/schema/therapy_regimen therapy_regimen therapy regimen therapy regimen linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/histologic_diagnosis,histologic_diagnosis,726,http://tcga.deri.ie/schema/histologic_diagnosis histologic_diagnosis histologic diagnosis histologic diagnosis linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tumor_sample_type,tumor_sample_type,705,http://tcga.deri.ie/schema/tumor_sample_type tumor_sample_type tumor sample type tumor sample type linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tumor_sample_procurement_country,tumor_sample_procurement_country,705,http://tcga.deri.ie/schema/tumor_sample_procurement_country tumor_sample_procurement_country tumor sample procurement country tumor sample procurement country linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/retrospective_collection,retrospective_collection,705,http://tcga.deri.ie/schema/retrospective_collection retrospective_collection retrospective collection retrospective collection linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/prospective_collection,prospective_collection,705,http://tcga.deri.ie/schema/prospective_collection prospective_collection prospective collection prospective collection linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/patient_consent_status,patient_consent_status,705,http://tcga.deri.ie/schema/patient_consent_status patient_consent_status patient consent status patient consent status linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/patient_consent_days_to,patient_consent_days_to,705,http://tcga.deri.ie/schema/patient_consent_days_to patient_consent_days_to patient consent days to patient consent days to linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/normal_control_proximity_to_tumor,normal_control_proximity_to_tumor,705,http://tcga.deri.ie/schema/normal_control_proximity_to_tumor normal_control_proximity_to_tumor normal control proximity to tumor normal control proximity to tumor linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/initial_pathologic_dx_year,initial_pathologic_dx_year,705,http://tcga.deri.ie/schema/initial_pathologic_dx_year initial_pathologic_dx_year initial pathologic dx year initial pathologic dx year linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/birth_days_to,birth_days_to,705,http://tcga.deri.ie/schema/birth_days_to birth_days_to birth days to birth days to linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/submitted_tumor_site,submitted_tumor_site,684,http://tcga.deri.ie/schema/submitted_tumor_site submitted_tumor_site submitted tumor site submitted tumor site linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_radiation_tx,new_tumor_event_radiation_tx,678,http://tcga.deri.ie/schema/new_tumor_event_radiation_tx new_tumor_event_radiation_tx new tumor event radiation tx new tumor event radiation tx linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_after_initial_treatment,new_tumor_event_after_initial_treatment,666,http://tcga.deri.ie/schema/new_tumor_event_after_initial_treatment new_tumor_event_after_initial_treatment new tumor event after initial treatment new tumor event after initial treatment linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/total_dose,total_dose,665,http://tcga.deri.ie/schema/total_dose total_dose total dose total dose linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/route_of_administration,route_of_administration,665,http://tcga.deri.ie/schema/route_of_administration route_of_administration route of administration route of administration linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/regimen_number,regimen_number,665,http://tcga.deri.ie/schema/regimen_number regimen_number regimen number regimen number linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/prescribed_dose,prescribed_dose,665,http://tcga.deri.ie/schema/prescribed_dose prescribed_dose prescribed dose prescribed dose linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_drug_uuid,bcr_drug_uuid,665,http://tcga.deri.ie/schema/bcr_drug_uuid bcr_drug_uuid bcr drug uuid bcr drug uuid linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/shipment_portion_year_of_shipment,shipment_portion_year_of_shipment,661,http://tcga.deri.ie/schema/shipment_portion_year_of_shipment shipment_portion_year_of_shipment shipment portion year of shipment shipment portion year of shipment linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/shipment_portion_month_of_shipment,shipment_portion_month_of_shipment,661,http://tcga.deri.ie/schema/shipment_portion_month_of_shipment shipment_portion_month_of_shipment shipment portion month of shipment shipment portion month of shipment linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/shipment_portion_day_of_shipment,shipment_portion_day_of_shipment,661,http://tcga.deri.ie/schema/shipment_portion_day_of_shipment shipment_portion_day_of_shipment shipment portion day of shipment shipment portion day of shipment linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/shipment_portion_bcr_aliquot_barcode,shipment_portion_bcr_aliquot_barcode,661,http://tcga.deri.ie/schema/shipment_portion_bcr_aliquot_barcode shipment_portion_bcr_aliquot_barcode shipment portion bcr aliquot barcode shipment portion bcr aliquot barcode linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_shipment_portion_uuid,bcr_shipment_portion_uuid,661,http://tcga.deri.ie/schema/bcr_shipment_portion_uuid bcr_shipment_portion_uuid bcr shipment portion uuid bcr shipment portion uuid linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_shipment_barcode,bcr_shipment_barcode,661,http://tcga.deri.ie/schema/bcr_shipment_barcode bcr_shipment_barcode bcr shipment barcode bcr shipment barcode linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/primary_therapy_outcome_success,primary_therapy_outcome_success,658,http://tcga.deri.ie/schema/primary_therapy_outcome_success primary_therapy_outcome_success primary therapy outcome success primary therapy outcome success linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/person_neoplasm_cancer_status,person_neoplasm_cancer_status,658,http://tcga.deri.ie/schema/person_neoplasm_cancer_status person_neoplasm_cancer_status person neoplasm cancer status person neoplasm cancer status linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/performance_status_scale_timing,performance_status_scale_timing,658,http://tcga.deri.ie/schema/performance_status_scale_timing performance_status_scale_timing performance status scale timing performance status scale timing linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/karnofsky_performance_score,karnofsky_performance_score,658,http://tcga.deri.ie/schema/karnofsky_performance_score karnofsky_performance_score karnofsky performance score karnofsky performance score linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/eastern_cancer_oncology_group,eastern_cancer_oncology_group,658,http://tcga.deri.ie/schema/eastern_cancer_oncology_group eastern_cancer_oncology_group eastern cancer oncology group eastern cancer oncology group linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/days_to_last_followup,days_to_last_followup,658,http://tcga.deri.ie/schema/days_to_last_followup days_to_last_followup days to last followup days to last followup linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_type,new_tumor_event_type,653,http://tcga.deri.ie/schema/new_tumor_event_type new_tumor_event_type new tumor event type new tumor event type linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_surgery_days_to,new_tumor_event_surgery_days_to,653,http://tcga.deri.ie/schema/new_tumor_event_surgery_days_to new_tumor_event_surgery_days_to new tumor event surgery days to new tumor event surgery days to linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_site,new_tumor_event_site,653,http://tcga.deri.ie/schema/new_tumor_event_site new_tumor_event_site new tumor event site new tumor event site linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_met_site_other,new_tumor_event_met_site_other,653,http://tcga.deri.ie/schema/new_tumor_event_met_site_other new_tumor_event_met_site_other new tumor event met site other new tumor event met site other linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_met_site,new_tumor_event_met_site,653,http://tcga.deri.ie/schema/new_tumor_event_met_site new_tumor_event_met_site new tumor event met site new tumor event met site linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_melanoma_site,new_tumor_event_melanoma_site,653,http://tcga.deri.ie/schema/new_tumor_event_melanoma_site new_tumor_event_melanoma_site new tumor event melanoma site new tumor event melanoma site linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_tumor_event_melanoma_location,new_tumor_event_melanoma_location,653,http://tcga.deri.ie/schema/new_tumor_event_melanoma_location new_tumor_event_melanoma_location new tumor event melanoma location new tumor event melanoma location linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_non_melanoma_event_histologic_type_text,new_non_melanoma_event_histologic_type_text,653,http://tcga.deri.ie/schema/new_non_melanoma_event_histologic_type_text new_non_melanoma_event_histologic_type_text new non melanoma event histologic type text new non melanoma event histologic type text linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_radiation_barcode,bcr_radiation_barcode,622,http://tcga.deri.ie/schema/bcr_radiation_barcode bcr_radiation_barcode bcr radiation barcode bcr radiation barcode linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/treatment_outcome_first_course,treatment_outcome_first_course,601,http://tcga.deri.ie/schema/treatment_outcome_first_course treatment_outcome_first_course treatment outcome first course treatment outcome first course linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/performance_status_timing,performance_status_timing,601,http://tcga.deri.ie/schema/performance_status_timing performance_status_timing performance status timing performance status timing linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/karnofsky_score,karnofsky_score,601,http://tcga.deri.ie/schema/karnofsky_score karnofsky_score karnofsky score karnofsky score linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/ecog_score,ecog_score,601,http://tcga.deri.ie/schema/ecog_score ecog_score ecog score ecog score linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/bcr_followup_uuid,bcr_followup_uuid,543,http://tcga.deri.ie/schema/bcr_followup_uuid bcr_followup_uuid bcr followup uuid bcr followup uuid linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/new_neoplasm_event_type,new_neoplasm_event_type,513,http://tcga.deri.ie/schema/new_neoplasm_event_type new_neoplasm_event_type new neoplasm event type new neoplasm event type linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/additional_radiation_therapy,additional_radiation_therapy,513,http://tcga.deri.ie/schema/additional_radiation_therapy additional_radiation_therapy additional radiation therapy additional radiation therapy linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pharmaceutical_tx_total_dose_units,pharmaceutical_tx_total_dose_units,468,http://tcga.deri.ie/schema/pharmaceutical_tx_total_dose_units pharmaceutical_tx_total_dose_units pharmaceutical tx total dose units pharmaceutical tx total dose units linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pharmaceutical_tx_started_days_to,pharmaceutical_tx_started_days_to,468,http://tcga.deri.ie/schema/pharmaceutical_tx_started_days_to pharmaceutical_tx_started_days_to pharmaceutical tx started days to pharmaceutical tx started days to linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pharmaceutical_tx_ongoing_indicator,pharmaceutical_tx_ongoing_indicator,468,http://tcga.deri.ie/schema/pharmaceutical_tx_ongoing_indicator pharmaceutical_tx_ongoing_indicator pharmaceutical tx ongoing indicator pharmaceutical tx ongoing indicator linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pharmaceutical_tx_ended_days_to,pharmaceutical_tx_ended_days_to,468,http://tcga.deri.ie/schema/pharmaceutical_tx_ended_days_to pharmaceutical_tx_ended_days_to pharmaceutical tx ended days to pharmaceutical tx ended days to linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pharmaceutical_tx_dose_units,pharmaceutical_tx_dose_units,468,http://tcga.deri.ie/schema/pharmaceutical_tx_dose_units pharmaceutical_tx_dose_units pharmaceutical tx dose units pharmaceutical tx dose units linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pharmaceutical_therapy_type,pharmaceutical_therapy_type,468,http://tcga.deri.ie/schema/pharmaceutical_therapy_type pharmaceutical_therapy_type pharmaceutical therapy type pharmaceutical therapy type linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pharmaceutical_therapy_drug_name,pharmaceutical_therapy_drug_name,468,http://tcga.deri.ie/schema/pharmaceutical_therapy_drug_name pharmaceutical_therapy_drug_name pharmaceutical therapy drug name pharmaceutical therapy drug name linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pharma_type_other,pharma_type_other,468,http://tcga.deri.ie/schema/pharma_type_other pharma_type_other pharma type other pharma type other linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pharma_adjuvant_cycles_count,pharma_adjuvant_cycles_count,468,http://tcga.deri.ie/schema/pharma_adjuvant_cycles_count pharma_adjuvant_cycles_count pharma adjuvant cycles count pharma adjuvant cycles count linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/clinical_trial_indicator,clinical_trial_indicator,468,http://tcga.deri.ie/schema/clinical_trial_indicator clinical_trial_indicator clinical trial indicator clinical trial indicator linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/clinical_trial_drug_classification,clinical_trial_drug_classification,468,http://tcga.deri.ie/schema/clinical_trial_drug_classification clinical_trial_drug_classification clinical trial drug classification clinical trial drug classification linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/year_of_tobacco_smoking_onset,year_of_tobacco_smoking_onset,411,http://tcga.deri.ie/schema/year_of_tobacco_smoking_onset year_of_tobacco_smoking_onset year of tobacco smoking onset year of tobacco smoking onset linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/year_of_initial_pathologic_diagnosis,year_of_initial_pathologic_diagnosis,411,http://tcga.deri.ie/schema/year_of_initial_pathologic_diagnosis year_of_initial_pathologic_diagnosis year of initial pathologic diagnosis year of initial pathologic diagnosis linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tumor_type,tumor_type,411,http://tcga.deri.ie/schema/tumor_type tumor_type tumor type tumor type linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tobacco_smoking_history,tobacco_smoking_history,411,http://tcga.deri.ie/schema/tobacco_smoking_history tobacco_smoking_history tobacco smoking history tobacco smoking history linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tissue_retrospective_collection_indicator,tissue_retrospective_collection_indicator,411,http://tcga.deri.ie/schema/tissue_retrospective_collection_indicator tissue_retrospective_collection_indicator tissue retrospective collection indicator tissue retrospective collection indicator linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tissue_prospective_collection_indicator,tissue_prospective_collection_indicator,411,http://tcga.deri.ie/schema/tissue_prospective_collection_indicator tissue_prospective_collection_indicator tissue prospective collection indicator tissue prospective collection indicator linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/system_version,system_version,411,http://tcga.deri.ie/schema/system_version system_version system version system version linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/stopped_smoking_year,stopped_smoking_year,411,http://tcga.deri.ie/schema/stopped_smoking_year stopped_smoking_year stopped smoking year stopped smoking year linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/residual_tumor,residual_tumor,411,http://tcga.deri.ie/schema/residual_tumor residual_tumor residual tumor residual tumor linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pulmonary_function_test_performed,pulmonary_function_test_performed,411,http://tcga.deri.ie/schema/pulmonary_function_test_performed pulmonary_function_test_performed pulmonary function test performed pulmonary function test performed linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pre_bronchodilator_fev1_percent,pre_bronchodilator_fev1_percent,411,http://tcga.deri.ie/schema/pre_bronchodilator_fev1_percent pre_bronchodilator_fev1_percent pre bronchodilator fev1 percent pre bronchodilator fev1 percent linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pre_bronchodilator_fev1_fvc_percent,pre_bronchodilator_fev1_fvc_percent,411,http://tcga.deri.ie/schema/pre_bronchodilator_fev1_fvc_percent pre_bronchodilator_fev1_fvc_percent pre bronchodilator fev1 fvc percent pre bronchodilator fev1 fvc percent linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/post_bronchodilator_fev1_percent,post_bronchodilator_fev1_percent,411,http://tcga.deri.ie/schema/post_bronchodilator_fev1_percent post_bronchodilator_fev1_percent post bronchodilator fev1 percent post bronchodilator fev1 percent linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/post_bronchodilator_fev1_fvc_percent,post_bronchodilator_fev1_fvc_percent,411,http://tcga.deri.ie/schema/post_bronchodilator_fev1_fvc_percent post_bronchodilator_fev1_fvc_percent post bronchodilator fev1 fvc percent post bronchodilator fev1 fvc percent linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pathologic_stage,pathologic_stage,411,http://tcga.deri.ie/schema/pathologic_stage pathologic_stage pathologic stage pathologic stage linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pathologic_T,pathologic_T,411,http://tcga.deri.ie/schema/pathologic_T pathologic_T pathologic t pathologic t linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pathologic_N,pathologic_N,411,http://tcga.deri.ie/schema/pathologic_N pathologic_N pathologic n pathologic n linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pathologic_M,pathologic_M,411,http://tcga.deri.ie/schema/pathologic_M pathologic_M pathologic m pathologic m linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/other_anatomic_site_normal_tissue,other_anatomic_site_normal_tissue,411,http://tcga.deri.ie/schema/other_anatomic_site_normal_tissue other_anatomic_site_normal_tissue other anatomic site normal tissue other anatomic site normal tissue linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/number_pack_years_smoked,number_pack_years_smoked,411,http://tcga.deri.ie/schema/number_pack_years_smoked number_pack_years_smoked number pack years smoked number pack years smoked linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/location_in_lung_parenchyma,location_in_lung_parenchyma,411,http://tcga.deri.ie/schema/location_in_lung_parenchyma location_in_lung_parenchyma location in lung parenchyma location in lung parenchyma linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/kras_mutation_result,kras_mutation_result,411,http://tcga.deri.ie/schema/kras_mutation_result kras_mutation_result kras mutation result kras mutation result linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/kras_mutation_found,kras_mutation_found,411,http://tcga.deri.ie/schema/kras_mutation_found kras_mutation_found kras mutation found kras mutation found linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/kras_gene_analysis_performed,kras_gene_analysis_performed,411,http://tcga.deri.ie/schema/kras_gene_analysis_performed kras_gene_analysis_performed kras gene analysis performed kras gene analysis performed linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/history_of_prior_malignancy,history_of_prior_malignancy,411,http://tcga.deri.ie/schema/history_of_prior_malignancy history_of_prior_malignancy history of prior malignancy history of prior malignancy linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/eml4_alk_translocation_result,eml4_alk_translocation_result,411,http://tcga.deri.ie/schema/eml4_alk_translocation_result eml4_alk_translocation_result eml4 alk translocation result eml4 alk translocation result linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/eml4_alk_translocation_performed,eml4_alk_translocation_performed,411,http://tcga.deri.ie/schema/eml4_alk_translocation_performed eml4_alk_translocation_performed eml4 alk translocation performed eml4 alk translocation performed linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/eml4_alk_translocation_method,eml4_alk_translocation_method,411,http://tcga.deri.ie/schema/eml4_alk_translocation_method eml4_alk_translocation_method eml4 alk translocation method eml4 alk translocation method linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/egfr_mutation_result,egfr_mutation_result,411,http://tcga.deri.ie/schema/egfr_mutation_result egfr_mutation_result egfr mutation result egfr mutation result linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/egfr_mutation_performed,egfr_mutation_performed,411,http://tcga.deri.ie/schema/egfr_mutation_performed egfr_mutation_performed egfr mutation performed egfr mutation performed linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/dlco_predictive_percent,dlco_predictive_percent,411,http://tcga.deri.ie/schema/dlco_predictive_percent dlco_predictive_percent dlco predictive percent dlco predictive percent linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/diagnosis,diagnosis,411,http://tcga.deri.ie/schema/diagnosis diagnosis diagnosis diagnosis linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/days_to_consent,days_to_consent,411,http://tcga.deri.ie/schema/days_to_consent days_to_consent days to consent days to consent linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/days_to_birth,days_to_birth,411,http://tcga.deri.ie/schema/days_to_birth days_to_birth days to birth days to birth linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/anatomic_neoplasm_subdivision_other,anatomic_neoplasm_subdivision_other,411,http://tcga.deri.ie/schema/anatomic_neoplasm_subdivision_other anatomic_neoplasm_subdivision_other anatomic neoplasm subdivision other anatomic neoplasm subdivision other linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/pharmaceutical_tx_adjuvant,pharmaceutical_tx_adjuvant,400,http://tcga.deri.ie/schema/pharmaceutical_tx_adjuvant pharmaceutical_tx_adjuvant pharmaceutical tx adjuvant pharmaceutical tx adjuvant linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tumor_site,tumor_site,363,http://tcga.deri.ie/schema/tumor_site tumor_site tumor site tumor site linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/tumor_grade,tumor_grade,363,http://tcga.deri.ie/schema/tumor_grade tumor_grade tumor grade tumor grade linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/symp_changes_visual,symp_changes_visual,363,http://tcga.deri.ie/schema/symp_changes_visual symp_changes_visual symp changes visual symp changes visual linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/symp_changes_sensory,symp_changes_sensory,363,http://tcga.deri.ie/schema/symp_changes_sensory symp_changes_sensory symp changes sensory symp changes sensory linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/symp_changes_motor_movement,symp_changes_motor_movement,363,http://tcga.deri.ie/schema/symp_changes_motor_movement symp_changes_motor_movement symp changes motor movement symp changes motor movement linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/symp_changes_mental_status,symp_changes_mental_status,363,http://tcga.deri.ie/schema/symp_changes_mental_status symp_changes_mental_status symp changes mental status symp changes mental status linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/supratentorial_localization,supratentorial_localization,363,http://tcga.deri.ie/schema/supratentorial_localization supratentorial_localization supratentorial localization supratentorial localization linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/related_symptom_first_present,related_symptom_first_present,363,http://tcga.deri.ie/schema/related_symptom_first_present related_symptom_first_present related symptom first present related symptom first present linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/performance_status_days_to,performance_status_days_to,363,http://tcga.deri.ie/schema/performance_status_days_to performance_status_days_to performance status days to performance status days to linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/normal_control_site_other,normal_control_site_other,363,http://tcga.deri.ie/schema/normal_control_site_other normal_control_site_other normal control site other normal control site other linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/laterality,laterality,363,http://tcga.deri.ie/schema/laterality laterality laterality laterality linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/inherited_genetic_syndrome_specified,inherited_genetic_syndrome_specified,363,http://tcga.deri.ie/schema/inherited_genetic_syndrome_specified inherited_genetic_syndrome_specified inherited genetic syndrome specified inherited genetic syndrome specified linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/inherited_genetic_syndrome_indicator,inherited_genetic_syndrome_indicator,363,http://tcga.deri.ie/schema/inherited_genetic_syndrome_indicator inherited_genetic_syndrome_indicator inherited genetic syndrome indicator inherited genetic syndrome indicator linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/idh1_mutation_test_method,idh1_mutation_test_method,363,http://tcga.deri.ie/schema/idh1_mutation_test_method idh1_mutation_test_method idh1 mutation test method idh1 mutation test method linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/idh1_mutation_test_indicator,idh1_mutation_test_indicator,363,http://tcga.deri.ie/schema/idh1_mutation_test_indicator idh1_mutation_test_indicator idh1 mutation test indicator idh1 mutation test indicator linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/idh1_mutation_found,idh1_mutation_found,363,http://tcga.deri.ie/schema/idh1_mutation_found idh1_mutation_found idh1 mutation found idh1 mutation found linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/history_seizures,history_seizures,363,http://tcga.deri.ie/schema/history_seizures history_seizures history seizures history seizures linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/history_neoadjuvant_steroid_tx,history_neoadjuvant_steroid_tx,363,http://tcga.deri.ie/schema/history_neoadjuvant_steroid_tx history_neoadjuvant_steroid_tx history neoadjuvant steroid tx history neoadjuvant steroid tx linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/history_neoadjuvant_medication,history_neoadjuvant_medication,363,http://tcga.deri.ie/schema/history_neoadjuvant_medication history_neoadjuvant_medication history neoadjuvant medication history neoadjuvant medication linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/history_ionizing_rt_to_head,history_ionizing_rt_to_head,363,http://tcga.deri.ie/schema/history_ionizing_rt_to_head history_ionizing_rt_to_head history ionizing rt to head history ionizing rt to head linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/history_headaches,history_headaches,363,http://tcga.deri.ie/schema/history_headaches history_headaches history headaches history headaches linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/history_eczema,history_eczema,363,http://tcga.deri.ie/schema/history_eczema history_eczema history eczema history eczema linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/history_dust_mold_allergy,history_dust_mold_allergy,363,http://tcga.deri.ie/schema/history_dust_mold_allergy history_dust_mold_allergy history dust mold allergy history dust mold allergy linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/history_asthma,history_asthma,363,http://tcga.deri.ie/schema/history_asthma history_asthma history asthma history asthma linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/histor_hay_fever,histor_hay_fever,363,http://tcga.deri.ie/schema/histor_hay_fever histor_hay_fever histor hay fever histor hay fever linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/frozen_specimen_anatomic_site,frozen_specimen_anatomic_site,363,http://tcga.deri.ie/schema/frozen_specimen_anatomic_site frozen_specimen_anatomic_site frozen specimen anatomic site frozen specimen anatomic site linked tcga a
linkedTCGA-A,http://tcga.deri.ie/schema/first_symptom_longest_duration,first_symptom_longest_duration,363,http://tcga.deri.ie/schema/first_symptom_longest_duration first_symptom_longest_duration first symptom longest duration first symptom longest duration linked tcga a
